DZcode,IMD_population
S01011735,708
S01011736,756
S01011737,682
S01011738,922
S01011739,616
S01011740,818
S01011741,605
S01011742,725
S01011743,711
S01011744,696
S01011745,711
S01011746,517
S01011747,932
S01011748,854
S01011749,777
S01011750,812
S01011751,782
S01011752,920
S01011753,844
S01011754,699
S01011755,912
S01011756,869
S01011757,684
S01011758,596
S01011759,776
S01011760,857
S01011761,741
S01011762,665
S01011763,736
S01011764,345
S01011765,904
S01011766,536
S01011767,839
S01011768,855
S01011769,513
S01011770,852
S01011771,602
S01011772,1055
S01011773,559
S01011774,919
S01011775,663
S01011776,1190
S01011777,660
S01011778,678
S01011779,793
S01011780,891
S01011781,554
S01011782,640
S01011783,536
S01011784,727
S01011785,803
S01011786,484
S01011787,961
S01011788,684
S01011789,1453
S01011790,1194
S01011791,706
S01011792,889
S01011793,1168
S01011794,836
S01011795,637
S01011796,742
S01011797,981
S01011798,544
S01011799,855
S01011800,492
S01011801,536
S01011802,693
S01011803,598
S01011804,727
S01011805,553
S01011806,829
S01011807,1070
S01011808,720
S01011809,696
S01011810,1036
S01011811,1113
S01011812,665
S01011813,816
S01011814,760
S01011815,895
S01011816,826
S01011817,1034
S01011818,1022
S01011819,734
S01011820,920
S01011821,411
S01011822,638
S01011823,627
S01011824,623
S01011825,512
S01011826,606
S01011827,516
S01011828,981
S01011829,457
S01011830,560
S01011831,845
S01011832,808
S01011833,1014
S01011834,577
S01011835,926
S01011836,851
S01011837,712
S01011838,893
S01011839,974
S01011840,1114
S01011841,990
S01011842,935
S01011843,1142
S01011844,850
S01011845,821
S01011846,929
S01011847,488
S01011848,664
S01011849,972
S01011850,1162
S01011851,886
S01011852,998
S01011853,804
S01011854,820
S01011855,826
S01011856,709
S01011857,724
S01011858,906
S01011859,854
S01011860,609
S01011861,740
S01011862,992
S01011863,845
S01011864,705
S01011865,554
S01011866,801
S01011867,978
S01011868,881
S01011869,766
S01011870,667
S01011871,1518
S01011872,993
S01011873,739
S01011874,642
S01011875,686
S01011876,989
S01011877,568
S01011878,1739
S01011879,571
S01011880,615
S01011881,936
S01011882,937
S01011883,1389
S01011884,439
S01011885,735
S01011886,863
S01011887,572
S01011888,861
S01011889,923
S01011890,683
S01011891,1091
S01011892,988
S01011893,974
S01011894,595
S01011895,669
S01011896,865
S01011897,1019
S01011898,653
S01011899,740
S01011900,759
S01011901,893
S01011902,1047
S01011903,786
S01011904,824
S01011905,743
S01011906,416
S01011907,744
S01011908,369
S01011909,1109
S01011910,742
S01011911,662
S01011912,721
S01011913,713
S01011914,836
S01011915,828
S01011916,576
S01011917,497
S01011918,817
S01011919,971
S01011920,603
S01011921,632
S01011922,769
S01011923,920
S01011924,420
S01011925,801
S01011926,606
S01011927,632
S01011928,678
S01011929,702
S01011930,649
S01011931,832
S01011932,682
S01011933,622
S01011934,1091
S01011935,810
S01011936,789
S01011937,703
S01011938,653
S01011939,697
S01011940,516
S01011941,761
S01011942,888
S01011943,1129
S01011944,480
S01011945,765
S01011946,740
S01011947,486
S01011948,1232
S01011949,782
S01011950,771
S01011951,627
S01011952,583
S01011953,863
S01011954,486
S01011955,962
S01011956,973
S01011957,998
S01011958,1201
S01011959,879
S01011960,1091
S01011961,817
S01011962,759
S01011963,656
S01011964,1030
S01011965,806
S01011966,846
S01011967,1182
S01011968,985
S01011969,986
S01011970,918
S01011971,608
S01011972,1156
S01011973,623
S01011974,962
S01011975,455
S01011976,739
S01011977,1122
S01011978,772
S01011979,1029
S01011980,464
S01011981,916
S01011982,940
S01011983,746
S01011984,681
S01011985,656
S01011986,625
S01011987,1002
S01011988,641
S01011989,825
S01011990,935
S01011991,690
S01011992,899
S01011993,810
S01011994,853
S01011995,823
S01011996,548
S01011997,901
S01011998,591
S01011999,641
S01012000,438
S01012001,668
S01012002,619
S01012003,532
S01012004,928
S01012005,869
S01012006,1284
S01012007,749
S01012008,1146
S01012009,711
S01012010,1321
S01012011,1159
S01012012,697
S01012013,772
S01012014,857
S01012015,978
S01012016,765
S01012017,510
S01012018,831
S01012019,794
S01012020,736
S01012021,538
S01012022,630
S01012023,562
S01012024,890
S01012025,674
S01012026,672
S01012027,1069
S01012028,884
S01012029,1925
S01012030,1956
S01012031,569
S01012032,360
S01012033,796
S01012034,781
S01012035,866
S01012036,794
S01012037,1136
S01012038,868
S01012039,984
S01012040,693
S01012041,869
S01012042,966
S01012043,877
S01012044,906
S01012045,1037
S01012046,679
S01012047,800
S01012048,761
S01012049,662
S01012050,918
S01012051,456
S01012052,796
S01012053,658
S01012054,673
S01012055,786
S01012056,788
S01012057,744
S01012058,676
S01012059,833
S01012060,770
S01012061,921
S01012062,1228
S01012063,543
S01012064,651
S01012065,684
S01012066,876
S01012067,530
S01012068,480
S01012069,432
S01012070,727
S01012071,1048
S01012072,1066
S01012073,743
S01012074,712
S01012075,654
S01012076,621
S01012077,722
S01012078,1085
S01012079,893
S01012080,851
S01012081,726
S01012082,565
S01012083,716
S01012084,552
S01012085,648
S01012086,918
S01012087,728
S01012088,729
S01012089,795
S01012090,859
S01012091,508
S01012092,494
S01012093,517
S01012094,783
S01012095,1051
S01012096,826
S01012097,741
S01012098,602
S01012099,839
S01012100,1044
S01012101,748
S01012102,642
S01012103,878
S01012104,862
S01012105,1070
S01012106,1053
S01012107,628
S01012108,899
S01012109,982
S01012110,780
S01012111,668
S01012112,702
S01012113,942
S01012114,935
S01012115,515
S01012116,579
S01012117,1319
S01012118,635
S01012119,873
S01012120,535
S01012121,1077
S01012122,743
S01012123,480
S01012124,492
S01012125,732
S01012126,761
S01012127,1313
S01012128,522
S01012129,655
S01012130,1019
S01012131,1070
S01012132,767
S01012133,775
S01012134,1178
S01012135,845
S01012136,869
S01012137,793
S01012138,950
S01012139,921
S01012140,494
S01012141,961
S01012142,942
S01012143,877
S01012144,990
S01012145,995
S01012146,965
S01012147,714
S01012148,694
S01012149,891
S01012150,838
S01012151,689
S01012152,732
S01012153,531
S01012154,774
S01012155,509
S01012156,1023
S01012157,1068
S01012158,1187
S01012159,462
S01012160,663
S01012161,431
S01012162,1148
S01012163,758
S01012164,1134
S01012165,918
S01012166,575
S01012167,776
S01012168,814
S01012169,873
S01012170,960
S01012171,934
S01012172,689
S01012173,717
S01012174,851
S01012175,753
S01012176,741
S01012177,591
S01012178,494
S01012179,578
S01012180,557
S01012181,764
S01012182,2284
S01012183,1032
S01012184,809
S01012185,725
S01012186,704
S01012187,620
S01012188,555
S01012189,632
S01012190,557
S01012191,775
S01012192,497
S01012193,523
S01012194,552
S01012195,1108
S01012196,503
S01012197,703
S01012198,866
S01012199,702
S01012200,627
S01012201,744
S01012202,595
S01012203,748
S01012204,720
S01012205,638
S01012206,816
S01012207,900
S01012208,1013
S01012209,739
S01012210,736
S01012211,840
S01012212,721
S01012213,764
S01012214,691
S01012215,749
S01012216,667
S01012217,565
S01012218,539
S01012219,841
S01012220,627
S01012221,613
S01012222,888
S01012223,705
S01012224,783
S01012225,1050
S01012226,709
S01012227,603
S01012228,701
S01012229,660
S01012230,917
S01012231,786
S01012232,835
S01012233,899
S01012234,1097
S01012235,543
S01012236,684
S01012237,744
S01012238,555
S01012239,586
S01012240,820
S01012241,562
S01012242,808
S01012243,653
S01012244,1002
S01012245,781
S01012246,985
S01012247,852
S01012248,803
S01012249,839
S01012250,914
S01012251,921
S01012252,651
S01012253,869
S01012254,866
S01012255,925
S01012256,1022
S01012257,890
S01012258,737
S01012259,691
S01012260,963
S01012261,896
S01012262,977
S01012263,695
S01012264,461
S01012265,761
S01012266,1166
S01012267,753
S01012268,612
S01012269,948
S01012270,780
S01012271,1643
S01012272,711
S01012273,906
S01012274,871
S01012275,781
S01012276,958
S01012277,1057
S01012278,684
S01012279,736
S01012280,949
S01012281,683
S01012282,1053
S01012283,890
S01012284,785
S01012285,514
S01012286,1020
S01012287,865
S01012288,757
S01012289,888
S01012290,578
S01012291,1132
S01012292,754
S01012293,450
S01012294,793
S01012295,779
S01012296,948
S01012297,614
S01012298,842
S01012299,628
S01012300,629
S01012301,886
S01012302,597
S01012303,981
S01012304,1069
S01012305,779
S01012306,559
S01012307,591
S01012308,827
S01012309,607
S01012310,881
S01012311,514
S01012312,975
S01012313,736
S01012314,802
S01012315,692
S01012316,604
S01012317,688
S01012318,771
S01012319,718
S01012320,584
S01012321,860
S01012322,991
S01012323,853
S01012324,880
S01012325,563
S01012326,525
S01012327,783
S01012328,611
S01012329,841
S01012330,554
S01012331,719
S01012332,953
S01012333,1013
S01012334,918
S01012335,934
S01012336,627
S01012337,799
S01012338,686
S01012339,589
S01012340,1077
S01012341,925
S01012342,1047
S01012343,979
S01012344,650
S01012345,681
S01012346,863
S01012347,765
S01012348,695
S01012349,833
S01012350,750
S01012351,833
S01012352,741
S01012353,725
S01012354,777
S01012355,908
S01012356,695
S01012357,905
S01012358,768
S01012359,760
S01012360,760
S01012361,621
S01012362,872
S01012363,1063
S01012364,631
S01012365,833
S01012366,767
S01012367,899
S01012368,601
S01012369,823
S01012370,994
S01012371,916
S01012372,673
S01012373,960
S01012374,873
S01012375,843
S01012376,1017
S01012377,643
S01012378,576
S01012379,500
S01012380,871
S01012381,782
S01012382,919
S01012383,830
S01012384,485
S01012385,677
S01012386,996
S01012387,910
S01012388,732
S01012389,951
S01012390,787
S01012391,1112
S01012392,811
S01012393,817
S01012394,664
S01012395,568
S01012396,600
S01012397,799
S01012398,806
S01012399,592
S01012400,535
S01012401,719
S01012402,666
S01012403,1025
S01012404,937
S01012405,797
S01012406,661
S01012407,882
S01012408,659
S01012409,686
S01012410,1105
S01012411,868
S01012412,648
S01012413,939
S01012414,700
S01012415,598
S01012416,506
S01012417,631
S01012418,749
S01012419,793
S01012420,787
S01012421,732
S01012422,865
S01012423,803
S01012424,913
S01012425,593
S01012426,474
S01012427,608
S01012428,683
S01012429,573
S01012430,574
S01012431,894
S01012432,683
S01012433,494
S01012434,673
S01012435,624
S01012436,705
S01012437,692
S01012438,744
S01012439,761
S01012440,479
S01012441,818
S01012442,1251
S01012443,745
S01012444,993
S01012445,575
S01012446,478
S01012447,791
S01012448,959
S01012449,594
S01012450,940
S01012451,965
S01012452,566
S01012453,807
S01012454,613
S01012455,657
S01012456,793
S01012457,799
S01012458,806
S01012459,703
S01012460,517
S01012461,532
S01012462,670
S01012463,538
S01012464,594
S01012465,636
S01012466,775
S01012467,642
S01012468,761
S01012469,748
S01012470,925
S01012471,847
S01012472,698
S01012473,513
S01012474,709
S01012475,660
S01012476,974
S01012477,655
S01012478,850
S01012479,616
S01012480,589
S01012481,818
S01012482,759
S01012483,802
S01012484,806
S01012485,908
S01012486,668
S01012487,591
S01012488,860
S01012489,973
S01012490,904
S01012491,492
S01012492,738
S01012493,624
S01012494,1004
S01012495,1007
S01012496,793
S01012497,489
S01012498,843
S01012499,837
S01012500,523
S01012501,571
S01012502,806
S01012503,588
S01012504,650
S01012505,1054
S01012506,463
S01012507,901
S01012508,729
S01012509,549
S01012510,964
S01012511,583
S01012512,673
S01012513,560
S01012514,955
S01012515,610
S01012516,621
S01012517,1041
S01012518,531
S01012519,518
S01012520,766
S01012521,547
S01012522,824
S01012523,853
S01012524,911
S01012525,756
S01012526,734
S01012527,593
S01012528,806
S01012529,704
S01012530,886
S01012531,926
S01012532,1012
S01012533,537
S01012534,686
S01012535,776
S01012536,698
S01012537,717
S01012538,1208
S01012539,710
S01012540,708
S01012541,1105
S01012542,1044
S01012543,699
S01012544,878
S01012545,465
S01012546,828
S01012547,702
S01012548,1216
S01012549,566
S01012550,785
S01012551,747
S01012552,843
S01012553,917
S01012554,443
S01012555,509
S01012556,507
S01012557,619
S01012558,546
S01012559,733
S01012560,573
S01012561,739
S01012562,729
S01012563,728
S01012564,816
S01012565,789
S01012566,707
S01012567,1039
S01012568,594
S01012569,821
S01012570,387
S01012571,687
S01012572,487
S01012573,862
S01012574,918
S01012575,666
S01012576,797
S01012577,959
S01012578,994
S01012579,752
S01012580,774
S01012581,644
S01012582,903
S01012583,668
S01012584,708
S01012585,826
S01012586,1007
S01012587,866
S01012588,620
S01012589,656
S01012590,783
S01012591,746
S01012592,636
S01012593,785
S01012594,440
S01012595,618
S01012596,743
S01012597,508
S01012598,705
S01012599,636
S01012600,659
S01012601,874
S01012602,647
S01012603,629
S01012604,612
S01012605,509
S01012606,860
S01012607,687
S01012608,767
S01012609,822
S01012610,954
S01012611,1014
S01012612,674
S01012613,648
S01012614,980
S01012615,664
S01012616,941
S01012617,427
S01012618,509
S01012619,592
S01012620,709
S01012621,585
S01012622,764
S01012623,608
S01012624,651
S01012625,476
S01012626,464
S01012627,525
S01012628,1197
S01012629,529
S01012630,782
S01012631,861
S01012632,742
S01012633,731
S01012634,664
S01012635,1190
S01012636,646
S01012637,739
S01012638,831
S01012639,827
S01012640,807
S01012641,1063
S01012642,815
S01012643,497
S01012644,671
S01012645,826
S01012646,999
S01012647,931
S01012648,529
S01012649,588
S01012650,663
S01012651,608
S01012652,963
S01012653,962
S01012654,719
S01012655,1144
S01012656,796
S01012657,537
S01012658,897
S01012659,1067
S01012660,720
S01012661,744
S01012662,729
S01012663,650
S01012664,971
S01012665,778
S01012666,632
S01012667,553
S01012668,740
S01012669,671
S01012670,645
S01012671,849
S01012672,821
S01012673,591
S01012674,581
S01012675,734
S01012676,789
S01012677,623
S01012678,734
S01012679,751
S01012680,554
S01012681,807
S01012682,761
S01012683,724
S01012684,514
S01012685,712
S01012686,988
S01012687,547
S01012688,824
S01012689,499
S01012690,524
S01012691,736
S01012692,745
S01012693,859
S01012694,438
S01012695,869
S01012696,875
S01012697,617
S01012698,728
S01012699,1075
S01012700,838
S01012701,900
S01012702,1043
S01012703,613
S01012704,778
S01012705,671
S01012706,664
S01012707,838
S01012708,699
S01012709,494
S01012710,689
S01012711,915
S01012712,802
S01012713,702
S01012714,594
S01012715,702
S01012716,813
S01012717,944
S01012718,990
S01012719,985
S01012720,517
S01012721,613
S01012722,716
S01012723,632
S01012724,772
S01012725,921
S01012726,625
S01012727,716
S01012728,762
S01012729,800
S01012730,556
S01012731,774
S01012732,650
S01012733,1122
S01012734,643
S01012735,459
S01012736,926
S01012737,811
S01012738,584
S01012739,913
S01012740,1004
S01012741,511
S01012742,659
S01012743,529
S01012744,625
S01012745,1000
S01012746,752
S01012747,855
S01012748,796
S01012749,926
S01012750,827
S01012751,798
S01012752,832
S01012753,503
S01012754,562
S01012755,553
S01012756,468
S01012757,444
S01012758,548
S01012759,715
S01012760,1016
S01012761,685
S01012762,654
S01012763,372
S01012764,738
S01012765,710
S01012766,875
S01012767,549
S01012768,660
S01012769,452
S01012770,839
S01012771,641
S01012772,648
S01012773,841
S01012774,929
S01012775,420
S01012776,738
S01012777,975
S01012778,742
S01012779,455
S01012780,705
S01012781,647
S01012782,609
S01012783,658
S01012784,724
S01012785,680
S01012786,630
S01012787,565
S01012788,626
S01012789,684
S01012790,830
S01012791,712
S01012792,962
S01012793,742
S01012794,605
S01012795,1018
S01012796,810
S01012797,753
S01012798,725
S01012799,782
S01012800,878
S01012801,430
S01012802,552
S01012803,604
S01012804,753
S01012805,904
S01012806,834
S01012807,654
S01012808,1811
S01012809,660
S01012810,924
S01012811,982
S01012812,626
S01012813,837
S01012814,852
S01012815,863
S01012816,582
S01012817,578
S01012818,799
S01012819,724
S01012820,2509
S01012821,791
S01012822,557
S01012823,913
S01012824,613
S01012825,439
S01012826,591
S01012827,723
S01012828,921
S01012829,775
S01012830,717
S01012831,605
S01012832,570
S01012833,743
S01012834,654
S01012835,870
S01012836,732
S01012837,696
S01012838,941
S01012839,602
S01012840,888
S01012841,551
S01012842,416
S01012843,950
S01012844,666
S01012845,780
S01012846,904
S01012847,540
S01012848,708
S01012849,652
S01012850,753
S01012851,795
S01012852,683
S01012853,749
S01012854,769
S01012855,585
S01012856,747
S01012857,867
S01012858,680
S01012859,1075
S01012860,1002
S01012861,625
S01012862,561
S01012863,680
S01012864,719
S01012865,735
S01012866,745
S01012867,673
S01012868,584
S01012869,586
S01012870,886
S01012871,790
S01012872,703
S01012873,735
S01012874,712
S01012875,562
S01012876,735
S01012877,662
S01012878,1219
S01012879,683
S01012880,872
S01012881,937
S01012882,586
S01012883,602
S01012884,482
S01012885,447
S01012886,723
S01012887,720
S01012888,822
S01012889,1096
S01012890,818
S01012891,568
S01012892,1231
S01012893,778
S01012894,2107
S01012895,551
S01012896,786
S01012897,571
S01012898,573
S01012899,493
S01012900,1037
S01012901,668
S01012902,704
S01012903,782
S01012904,773
S01012905,610
S01012906,837
S01012907,820
S01012908,683
S01012909,565
S01012910,872
S01012911,708
S01012912,705
S01012913,798
S01012914,894
S01012915,1004
S01012916,644
S01012917,682
S01012918,481
S01012919,462
S01012920,573
S01012921,669
S01012922,1304
S01012923,679
S01012924,518
S01012925,488
S01012926,671
S01012927,704
S01012928,844
S01012929,702
S01012930,832
S01012931,915
S01012932,542
S01012933,732
S01012934,747
S01012935,851
S01012936,823
S01012937,673
S01012938,664
S01012939,624
S01012940,672
S01012941,742
S01012942,737
S01012943,747
S01012944,521
S01012945,758
S01012946,832
S01012947,429
S01012948,647
S01012949,622
S01012950,821
S01012951,1285
S01012952,744
S01012953,606
S01012954,453
S01012955,1080
S01012956,1076
S01012957,625
S01012958,528
S01012959,542
S01012960,527
S01012961,477
S01012962,608
S01012963,819
S01012964,633
S01012965,826
S01012966,1288
S01012967,472
S01012968,644
S01012969,727
S01012970,542
S01012971,753
S01012972,800
S01012973,806
S01012974,1244
S01012975,575
S01012976,493
S01012977,652
S01012978,767
S01012979,662
S01012980,618
S01012981,694
S01012982,727
S01012983,720
S01012984,624
S01012985,764
S01012986,858
S01012987,753
S01012988,893
S01012989,981
S01012990,554
S01012991,782
S01012992,738
S01012993,699
S01012994,836
S01012995,718
S01012996,590
S01012997,452
S01012998,992
S01012999,463
S01013000,667
S01013001,381
S01013002,536
S01013003,675
S01013004,656
S01013005,734
S01013006,675
S01013007,923
S01013008,787
S01013009,588
S01013010,644
S01013011,712
S01013012,779
S01013013,875
S01013014,787
S01013015,821
S01013016,627
S01013017,867
S01013018,932
S01013019,949
S01013020,472
S01013021,461
S01013022,535
S01013023,834
S01013024,550
S01013025,624
S01013026,993
S01013027,981
S01013028,475
S01013029,640
S01013030,626
S01013031,626
S01013032,850
S01013033,782
S01013034,647
S01013035,680
S01013036,757
S01013037,748
S01013038,933
S01013039,536
S01013040,628
S01013041,552
S01013042,765
S01013043,728
S01013044,825
S01013045,703
S01013046,479
S01013047,909
S01013048,740
S01013049,772
S01013050,712
S01013051,851
S01013052,723
S01013053,579
S01013054,638
S01013055,750
S01013056,1072
S01013057,941
S01013058,668
S01013059,1034
S01013060,530
S01013061,873
S01013062,910
S01013063,810
S01013064,846
S01013065,849
S01013066,746
S01013067,872
S01013068,713
S01013069,787
S01013070,734
S01013071,985
S01013072,550
S01013073,1112
S01013074,775
S01013075,829
S01013076,732
S01013077,661
S01013078,592
S01013079,1177
S01013080,890
S01013081,1085
S01013082,833
S01013083,1923
S01013084,748
S01013085,848
S01013086,1006
S01013087,989
S01013088,975
S01013089,776
S01013090,782
S01013091,694
S01013092,924
S01013093,554
S01013094,641
S01013095,896
S01013096,727
S01013097,916
S01013098,771
S01013099,989
S01013100,715
S01013101,1036
S01013102,634
S01013103,973
S01013104,976
S01013105,918
S01013106,766
S01013107,1102
S01013108,762
S01013109,1169
S01013110,701
S01013111,409
S01013112,607
S01013113,832
S01013114,870
S01013115,630
S01013116,801
S01013117,611
S01013118,498
S01013119,729
S01013120,1052
S01013121,392
S01013122,311
S01013123,692
S01013124,685
S01013125,764
S01013126,784
S01013127,841
S01013128,585
S01013129,1096
S01013130,615
S01013131,633
S01013132,536
S01013133,1068
S01013134,821
S01013135,782
S01013136,883
S01013137,708
S01013138,692
S01013139,899
S01013140,775
S01013141,931
S01013142,812
S01013143,788
S01013144,873
S01013145,721
S01013146,463
S01013147,690
S01013148,745
S01013149,807
S01013150,789
S01013151,554
S01013152,922
S01013153,865
S01013154,909
S01013155,859
S01013156,748
S01013157,944
S01013158,626
S01013159,616
S01013160,696
S01013161,1009
S01013162,788
S01013163,655
S01013164,1009
S01013165,842
S01013166,634
S01013167,646
S01013168,948
S01013169,873
S01013170,525
S01013171,611
S01013172,686
S01013173,768
S01013174,758
S01013175,777
S01013176,720
S01013177,597
S01013178,781
S01013179,826
S01013180,386
S01013181,679
S01013182,735
S01013183,831
S01013184,511
S01013185,765
S01013186,732
S01013187,851
S01013188,832
S01013189,592
S01013190,709
S01013191,1325
S01013192,990
S01013193,718
S01013194,529
S01013195,992
S01013196,595
S01013197,534
S01013198,1327
S01013199,965
S01013200,738
S01013201,822
S01013202,439
S01013203,648
S01013204,767
S01013205,561
S01013206,577
S01013207,957
S01013208,914
S01013209,800
S01013210,542
S01013211,811
S01013212,528
S01013213,542
S01013214,418
S01013215,1001
S01013216,533
S01013217,628
S01013218,589
S01013219,481
S01013220,666
S01013221,855
S01013222,625
S01013223,1245
S01013224,757
S01013225,802
S01013226,483
S01013227,841
S01013228,732
S01013229,717
S01013230,661
S01013231,689
S01013232,669
S01013233,562
S01013234,399
S01013235,730
S01013236,831
S01013237,778
S01013238,870
S01013239,859
S01013240,575
S01013241,780
S01013242,609
S01013243,718
S01013244,749
S01013245,985
S01013246,515
S01013247,801
S01013248,592
S01013249,444
S01013250,884
S01013251,738
S01013252,622
S01013253,724
S01013254,636
S01013255,1253
S01013256,843
S01013257,744
S01013258,743
S01013259,822
S01013260,866
S01013261,820
S01013262,615
S01013263,559
S01013264,521
S01013265,668
S01013266,557
S01013267,580
S01013268,813
S01013269,1021
S01013270,854
S01013271,587
S01013272,766
S01013273,950
S01013274,762
S01013275,771
S01013276,625
S01013277,891
S01013278,866
S01013279,742
S01013280,610
S01013281,837
S01013282,771
S01013283,698
S01013284,663
S01013285,644
S01013286,621
S01013287,768
S01013288,655
S01013289,1006
S01013290,870
S01013291,722
S01013292,918
S01013293,640
S01013294,763
S01013295,690
S01013296,705
S01013297,662
S01013298,1355
S01013299,1062
S01013300,605
S01013301,482
S01013302,591
S01013303,896
S01013304,944
S01013305,933
S01013306,1044
S01013307,1056
S01013308,1088
S01013309,615
S01013310,631
S01013311,840
S01013312,1096
S01013313,689
S01013314,714
S01013315,768
S01013316,636
S01013317,533
S01013318,617
S01013319,572
S01013320,1021
S01013321,422
S01013322,784
S01013323,881
S01013324,647
S01013325,1051
S01013326,515
S01013327,726
S01013328,636
S01013329,568
S01013330,1081
S01013331,653
S01013332,672
S01013333,800
S01013334,798
S01013335,854
S01013336,821
S01013337,884
S01013338,590
S01013339,531
S01013340,756
S01013341,995
S01013342,561
S01013343,679
S01013344,770
S01013345,750
S01013346,885
S01013347,673
S01013348,631
S01013349,872
S01013350,671
S01013351,732
S01013352,847
S01013353,638
S01013354,707
S01013355,627
S01013356,866
S01013357,914
S01013358,866
S01013359,614
S01013360,688
S01013361,562
S01013362,478
S01013363,787
S01013364,904
S01013365,755
S01013366,840
S01013367,548
S01013368,796
S01013369,868
S01013370,677
S01013371,660
S01013372,1029
S01013373,949
S01013374,1019
S01013375,529
S01013376,585
S01013377,747
S01013378,898
S01013379,769
S01013380,1480
S01013381,486
S01013382,580
S01013383,684
S01013384,757
S01013385,486
S01013386,836
S01013387,597
S01013388,744
S01013389,735
S01013390,438
S01013391,412
S01013392,806
S01013393,694
S01013394,672
S01013395,709
S01013396,743
S01013397,883
S01013398,629
S01013399,1196
S01013400,752
S01013401,3260
S01013402,1215
S01013403,939
S01013404,607
S01013405,648
S01013406,626
S01013407,505
S01013408,663
S01013409,1119
S01013410,755
S01013411,731
S01013412,762
S01013413,761
S01013414,992
S01013415,658
S01013416,598
S01013417,812
S01013418,662
S01013419,445
S01013420,544
S01013421,840
S01013422,710
S01013423,815
S01013424,469
S01013425,441
S01013426,796
S01013427,489
S01013428,945
S01013429,738
S01013430,678
S01013431,658
S01013432,773
S01013433,796
S01013434,563
S01013435,627
S01013436,841
S01013437,625
S01013438,598
S01013439,883
S01013440,1004
S01013441,758
S01013442,767
S01013443,707
S01013444,881
S01013445,736
S01013446,681
S01013447,654
S01013448,786
S01013449,608
S01013450,563
S01013451,787
S01013452,793
S01013453,747
S01013454,775
S01013455,1034
S01013456,709
S01013457,934
S01013458,1081
S01013459,855
S01013460,809
S01013461,1156
S01013462,830
S01013463,639
S01013464,670
S01013465,637
S01013466,338
S01013467,948
S01013468,721
S01013469,720
S01013470,722
S01013471,939
S01013472,772
S01013473,714
S01013474,655
S01013475,614
S01013476,573
S01013477,612
S01013478,817
S01013479,785
S01013480,677
S01013481,462
